ID,Age,Education_level,Income,Marital_Status,Total_Spend,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Total_Campaigns_Accepted
6931,57,high,76982.0,Divorced,1062,8,3,4,1
11096,72,Low,57247.0,Together,232,2,1,7,0
304,43,high,22944.0,Single,76,3,0,3,0
3665,47,Low,25315.0,Together,54,3,0,3,0
10591,55,high,43638.0,Widow,201,4,1,4,0
5036,40,Low,42710.0,Single,406,4,5,3,0
5547,42,Low,84169.0,Married,1919,7,6,6,2
7822,48,high,54058.0,Together,662,4,6,8,0
8541,34,Low,24683.0,Married,41,2,0,4,0
10955,60,high,85620.0,Widow,1600,3,6,4,0
4368,44,high,47850.0,Married,134,3,0,4,0
9671,56,high,19514.0,Married,69,3,1,2,1
2256,51,high,27159.0,Married,21,1,0,3,0
4279,61,Low,39548.0,Single,54,1,1,3,0
5371,35,high,21474.0,Single,91,3,1,2,1
9240,53,Low,60504.0,Single,526,6,2,8,0
9460,61,high,22419.0,Married,162,3,2,2,0
9504,75,high,81698.0,Married,1008,3,8,13,0
8692,72,high,43462.0,Together,240,4,1,5,0
448,46,Low,54880.0,Single,795,6,2,11,0
8314,42,high,79908.0,Married,1772,5,6,7,1
8420,54,Low,15315.0,Married,64,2,0,4,0
3174,65,high,87771.0,Together,1957,5,10,4,4
7685,46,high,33039.0,Married,78,2,0,4,0
3179,44,high,81741.0,Single,1572,6,6,7,0
9780,53,high,71499.0,Together,795,8,3,13,0
10681,54,Low,62466.0,Married,889,6,3,12,0
10232,61,Low,48799.0,Divorced,331,3,2,7,0
4184,74,Low,52157.0,Together,265,3,2,5,0
9120,62,high,66565.0,Single,1065,4,2,9,0
891,73,high,29298.0,Together,11,1,0,2,0
10381,45,high,47691.0,Single,21,1,0,2,0
3525,54,high,38200.0,Together,17,1,0,2,0
6818,50,high,44989.0,Married,369,5,1,5,0
3526,56,Low,38443.0,Married,38,1,0,3,0
8181,46,Low,38593.0,Single,177,4,1,3,0
1029,54,Low,64413.0,Together,279,5,1,5,0
7369,43,high,36959.0,Married,62,2,0,3,0
2574,47,Low,61996.0,Married,1230,6,4,8,3
8159,56,high,51287.0,Married,182,4,1,3,0
1160,54,high,13260.0,Married,49,3,0,3,0
10242,58,Low,47472.0,Together,75,2,0,4,0
5253,68,high,54603.0,Together,227,4,2,4,0
5966,50,Low,45207.0,Married,215,3,1,6,1
5314,73,high,40689.0,Together,444,7,1,5,0
5081,57,Low,47821.0,Together,47,1,0,3,0
5123,73,high,27450.0,Married,143,2,1,3,0
5756,41,high,39453.0,Together,55,2,0,3,0
8036,53,Low,26850.0,Together,63,2,1,4,0
9058,69,high,79800.0,Widow,1867,5,11,5,3
5057,63,high,61794.0,Married,611,4,4,10,0
254,69,high,53863.0,Together,473,7,1,7,1
4179,65,high,24221.0,Together,55,1,1,3,0
3710,40,Low,39684.0,Single,81,2,1,2,0
7627,49,high,92163.0,Married,2086,5,11,5,2
4501,59,high,69882.0,Single,1478,3,7,9,0
6424,47,high,33178.0,Together,49,1,0,3,0
3075,52,Low,59973.0,Married,382,3,4,7,0
4992,49,high,17459.0,Together,69,3,1,2,0
5252,55,high,23910.0,Divorced,67,2,0,3,0
7444,55,high,42169.0,Married,30,1,0,3,0
6919,46,Low,26224.0,Married,63,2,1,3,0
3537,43,high,31089.0,Together,79,3,0,4,0
10277,63,high,30081.0,Single,42,1,0,3,0
2453,64,high,62807.0,Together,819,5,3,12,0
7972,69,high,72906.0,Single,1151,3,4,9,0
895,76,Low,61467.0,Married,594,5,2,10,0
1177,58,high,49618.0,Together,129,3,1,3,0
7141,38,high,21888.0,Single,213,5,1,2,0
7232,51,high,42429.0,Widow,67,1,1,3,0
8477,68,high,26150.0,Divorced,28,1,0,3,0
2457,49,Middle,30801.0,Married,45,1,0,3,0
988,59,high,81168.0,Married,1193,6,4,7,1
7930,55,high,26877.0,Single,268,3,1,6,0
4587,80,high,45006.0,Widow,266,3,1,7,0
6682,51,Middle,18978.0,Married,37,1,0,3,0
6222,57,high,22574.0,Married,37,2,0,3,0
10299,55,Low,48240.0,Single,882,6,3,13,0
3083,50,high,45837.0,Married,373,6,2,5,0
8953,59,high,35791.0,Single,35,1,0,3,0
1503,48,Low,162397.0,Together,107,0,0,1,0
8650,46,high,54162.0,Widow,42,1,0,3,0
10862,64,high,30522.0,Married,326,1,2,9,0
2782,63,Low,54456.0,Married,404,6,1,7,0
6941,53,high,31632.0,Single,95,2,1,2,0
10972,75,high,72298.0,Widow,939,4,3,6,2
10708,46,Low,36975.0,Single,33,1,0,3,0
6583,69,Low,72635.0,Married,981,6,8,6,1
3641,48,high,13624.0,Married,36,2,0,3,0
10156,49,high,84196.0,Single,1237,8,4,7,0
4299,64,high,70971.0,Together,1825,11,11,5,0
3469,47,Low,34487.0,Divorced,103,3,0,3,0
5063,47,high,28769.0,Single,191,4,1,4,0
10727,54,Low,69084.0,Married,1586,7,3,13,0
9624,66,Low,65488.0,Together,963,3,4,6,0
5156,54,Low,62466.0,Married,889,6,3,12,0
4376,64,Low,32218.0,Single,93,2,1,3,1
8923,51,high,83917.0,Single,1587,6,7,7,0
8461,62,high,46102.0,Divorced,16,1,0,2,0
6945,72,high,84574.0,Single,1375,9,11,11,0
944,62,high,56181.0,Married,393,4,2,7,0
1907,74,high,63120.0,Divorced,1477,8,4,9,0
701,53,high,73691.0,Married,1179,6,2,8,1
3856,64,high,63381.0,Together,1005,4,5,13,0
4149,76,Low,76140.0,Together,1348,5,9,6,0
2131,65,Low,62859.0,Divorced,1307,9,4,6,0
2942,60,high,45906.0,Single,486,5,4,4,1
1173,77,high,77632.0,Together,2252,4,2,6,2
4381,53,Low,46463.0,Married,235,3,1,6,0
4611,54,high,105471.0,Together,1724,9,8,13,2
3376,54,high,55282.0,Divorced,235,3,1,6,0
4679,47,high,78710.0,Married,1092,7,6,12,0
10928,66,high,66886.0,Together,599,7,1,7,0
4248,64,high,98777.0,Single,2008,4,6,9,1
6728,39,high,29103.0,Together,48,1,0,3,0
6661,50,high,67445.0,Married,1174,9,6,12,0
4725,74,Low,50616.0,Together,67,1,1,4,0
3277,69,high,49431.0,Divorced,365,7,1,5,0
5555,49,high,153924.0,Divorced,6,0,0,0,0
2564,71,high,61278.0,Together,165,3,1,4,0
946,66,Low,26490.0,Together,210,3,1,5,0
3867,77,Low,73059.0,Together,1095,9,3,13,0
6940,58,Low,46734.0,Single,223,3,2,3,1
55,61,high,56253.0,Together,597,7,2,9,0
7093,39,high,19986.0,Married,22,0,0,3,0
5084,49,high,58330.0,Widow,1064,6,4,13,0
1777,44,Middle,25965.0,Married,74,2,0,3,0
8162,68,high,14661.0,Together,26,1,0,3,0
10826,65,high,18690.0,Married,60,1,1,2,0
8754,50,Low,45068.0,Together,20,1,0,2,0
1987,37,Middle,21063.0,Single,59,2,0,3,0
11007,56,Low,29187.0,Married,34,1,0,3,0
7426,53,Low,54690.0,Married,198,3,1,5,0
9153,60,Low,59304.0,Married,1048,7,8,10,0
10379,62,high,59247.0,Single,574,5,2,9,0
9204,54,high,66731.0,Widow,1029,4,3,6,0
3197,44,high,77353.0,Married,670,6,4,8,0
2920,49,Low,52614.0,Single,990,2,4,8,0
6961,50,high,26751.0,Married,11,1,0,2,0
4673,61,Low,81300.0,Married,1241,10,3,5,1
9937,45,high,70337.0,Single,576,2,2,12,0
8779,39,Low,36145.0,Married,172,4,1,3,1
9596,44,Low,65295.0,Single,664,3,3,13,0
2891,61,high,68118.0,Divorced,928,8,9,4,0
4910,57,high,68743.0,Divorced,2074,11,5,13,0
75,42,Low,41039.0,Together,467,8,1,5,0
10120,69,high,38946.0,Together,257,3,1,6,0
6327,57,high,65777.0,Together,1146,2,8,6,0
10142,48,Low,66476.0,Divorced,689,5,2,11,0
9826,52,Low,86857.0,Single,2114,5,6,10,0
1501,42,Low,160803.0,Married,1717,0,28,1,0
10767,35,Low,77845.0,Together,1346,3,5,12,2
7279,55,Low,69476.0,Together,1044,4,6,4,0
7230,64,Low,50611.0,Divorced,493,4,5,7,1
143,54,high,61209.0,Single,957,5,3,4,0
450,66,high,42315.0,Together,270,1,4,4,0
9316,72,Middle,13084.0,Together,29,1,0,3,0
6379,75,high,47570.0,Widow,121,2,2,2,0
9239,63,high,61923.0,Married,126,2,1,4,0
8315,29,high,34824.0,Single,23,1,0,2,0
2868,75,Low,26518.0,Single,57,2,0,3,0
10888,63,high,45938.0,Single,636,8,4,6,0
1277,64,high,78468.0,Together,1004,10,7,10,1
9977,51,high,78901.0,Divorced,734,9,3,5,0
10196,46,high,71427.0,Married,614,8,2,8,0
6384,46,high,71022.0,Divorced,1453,5,2,11,1
8029,36,high,90247.0,Single,1621,3,4,7,3
968,56,high,41335.0,Divorced,187,4,1,4,0
6988,38,high,71952.0,Married,1443,8,4,8,2
4472,54,Low,35682.0,Divorced,57,1,1,3,0
6991,73,high,43185.0,Divorced,637,9,3,6,0
3336,76,Low,66375.0,Together,948,2,4,5,1
4301,53,high,35178.0,Married,59,1,1,2,1
1940,38,high,25252.0,Married,18,1,0,2,0
1272,59,high,55250.0,Single,903,7,5,10,0
1388,49,high,33249.0,Single,112,2,1,3,0
1044,71,high,58398.0,Together,596,5,4,8,0
6969,42,high,50272.0,Together,233,4,1,5,0
10479,49,Low,76618.0,Married,1511,3,2,5,0
3619,64,Low,87305.0,Divorced,1152,5,3,8,1
1715,46,high,25851.0,Together,48,2,0,3,0
10159,54,high,58710.0,Divorced,1185,11,5,9,0
1463,66,high,45160.0,Single,21,1,0,2,0
5114,59,high,74806.0,Married,965,5,4,5,0
4990,70,high,59111.0,Married,869,11,1,8,0
4329,40,Low,18988.0,Married,16,1,0,3,0
10936,59,high,72190.0,Married,1947,5,6,4,0
4692,48,high,7500.0,Married,71,4,1,2,1
7212,58,high,44794.0,Married,65,2,0,3,0
6086,69,high,80395.0,Married,1380,6,5,12,1
437,48,high,75012.0,Divorced,1027,3,8,11,0
11171,59,high,56962.0,Married,411,6,3,5,0
11101,33,high,89891.0,Together,836,11,6,8,1
5329,75,Low,35946.0,Divorced,11,0,0,3,0
610,71,Low,53593.0,Together,480,7,2,6,0
9384,46,high,66373.0,Married,606,4,2,10,0
5956,76,Low,45072.0,Divorced,284,6,1,4,0
10430,51,high,89694.0,Divorced,1472,4,3,4,3
7875,75,high,72025.0,Married,1677,4,8,13,3
7072,51,high,67432.0,Married,1335,8,5,4,0
6255,72,high,70545.0,Together,334,4,1,7,0
6516,35,Middle,17487.0,Married,18,1,0,2,0
5564,55,high,62882.0,Together,1338,7,5,6,0
5682,71,Low,64108.0,Single,1099,6,9,11,0
7458,68,high,34941.0,Together,97,3,0,3,0
5237,74,Low,48767.0,Single,63,2,1,3,0
7761,46,Low,38702.0,Together,109,3,0,4,0
5278,60,high,82224.0,Married,902,6,9,5,1
3560,72,high,83844.0,Together,1574,4,4,11,1
7235,49,Low,17003.0,Married,38,2,0,4,0
10548,29,high,71163.0,Single,960,3,8,12,0
2281,54,high,33697.0,Single,28,1,0,2,1
4073,70,Low,63564.0,Married,1215,10,10,7,1
6974,52,Low,83443.0,Together,1497,6,10,5,0
7938,66,Low,51518.0,Together,449,3,2,10,0
7094,49,high,58330.0,Widow,1064,6,4,13,0
3667,55,high,80952.0,Married,1757,8,5,11,3
7723,45,high,75507.0,Together,1440,8,6,6,0
3870,46,Low,63855.0,Together,1006,7,3,13,0
4012,52,Low,62220.0,Together,1226,7,6,5,0
5909,60,high,58512.0,Married,1171,3,4,8,0
10470,45,high,40662.0,Married,92,2,1,3,0
6488,65,Low,38829.0,Married,99,3,2,2,0
10270,43,Low,35523.0,Married,66,3,0,3,0
6887,57,high,79146.0,Single,564,8,1,8,0
6406,36,high,78285.0,Married,1427,6,4,10,0
7573,46,Low,31626.0,Single,86,2,1,2,1
4508,72,high,75127.0,Single,833,2,11,5,0
221,69,high,48726.0,Married,242,3,2,4,0
5331,47,high,74985.0,Married,1869,3,6,7,0
1911,37,high,67430.0,Together,1364,11,5,12,0
20,59,Low,46891.0,Married,183,2,1,4,0
8786,68,high,62058.0,Married,450,6,1,7,0
10582,45,high,72063.0,Married,758,5,2,12,0
1915,73,Low,78939.0,Married,1507,8,5,6,0
8897,59,high,42720.0,Single,654,7,3,7,0
2371,52,high,33622.0,Married,81,2,0,4,0
4303,67,Low,6835.0,Together,137,0,0,1,0
6825,71,high,41452.0,Together,16,1,0,2,0
1072,59,Low,40760.0,Single,93,2,1,3,0
4964,66,Low,74250.0,Together,1158,2,11,4,0
2461,69,high,51124.0,Single,43,1,0,3,0
10736,53,high,72258.0,Single,1525,6,9,5,0
3194,50,Low,71466.0,Single,1230,4,4,10,0
10839,48,high,36283.0,Together,29,1,0,3,0
49,54,high,20587.0,Single,25,1,1,2,0
4290,52,high,30467.0,Married,24,1,0,2,0
10219,52,high,31590.0,Together,38,1,0,3,0
4211,38,Middle,20425.0,Married,57,2,0,3,0
1135,64,high,17144.0,Together,47,3,0,4,0
6299,56,Low,42564.0,Divorced,813,6,8,4,1
10846,46,high,43783.0,Married,629,7,1,8,1
347,48,high,40780.0,Divorced,377,7,1,5,0
6543,79,high,62847.0,Together,1612,3,6,4,0
10446,67,Low,82017.0,Married,729,5,4,7,3
3479,74,high,16813.0,Single,50,2,0,3,1
11075,46,high,51267.0,Married,270,3,3,5,0
4442,63,high,46524.0,Single,177,1,1,5,0
199,62,high,45183.0,Single,315,4,1,7,1
6722,70,Low,70421.0,Married,767,10,3,7,0
796,59,Low,60161.0,Divorced,1071,11,4,8,0
3749,51,high,73926.0,Together,1580,6,5,12,0
8523,56,high,19329.0,Married,60,4,0,3,0
310,54,high,61872.0,Married,573,4,4,9,0
8629,68,high,46984.0,Widow,41,1,0,3,0
236,73,high,34838.0,Married,170,2,1,4,0
9930,80,Low,82716.0,Single,1167,6,8,13,0
3483,66,high,48192.0,Married,1526,2,8,12,3
4599,48,high,49681.0,Married,458,7,1,7,0
7326,53,high,56850.0,Married,63,1,1,3,0
7352,67,high,55267.0,Married,405,3,4,6,0
2350,52,high,59666.0,Married,1027,3,2,8,1
9145,52,high,72504.0,Single,1478,5,9,6,0
2964,43,high,26872.0,Married,72,1,1,2,0
5585,52,high,21359.0,Single,48,2,0,3,0
9687,49,high,73170.0,Single,726,5,4,6,0
3732,69,high,52750.0,Married,860,5,7,9,0
6303,38,Low,91820.0,Together,1497,5,5,12,0
11176,54,Low,65968.0,Together,495,5,4,7,0
2986,48,high,30772.0,Married,20,1,0,2,0
7462,70,high,22507.0,Single,570,10,2,4,0
3900,52,high,65685.0,Married,769,9,2,9,0
7034,46,Low,25804.0,Married,55,2,0,3,0
9493,44,Low,76412.0,Single,1808,5,4,8,2
1143,52,high,22063.0,Married,55,2,0,3,0
1,63,high,57091.0,Single,577,7,3,7,1
3855,61,high,22419.0,Married,162,3,2,2,0
5536,65,high,87771.0,Together,1957,5,10,4,4
5989,65,Low,78353.0,Divorced,1576,10,2,11,0
9499,70,high,93404.0,Married,1616,3,4,7,2
6768,62,high,37859.0,Divorced,36,1,0,3,0
2150,66,Low,80995.0,Widow,1482,8,9,4,0
6646,40,high,16529.0,Together,22,1,0,3,0
4887,48,Low,55412.0,Divorced,63,2,0,3,0
8560,32,high,48789.0,Single,680,6,4,7,0
3321,57,Low,56575.0,Together,542,7,3,7,0
11003,44,Low,25130.0,Together,50,2,0,3,0
10402,57,high,35441.0,Married,39,1,0,3,0
9904,68,high,71391.0,Married,1043,6,5,12,0
6141,52,high,49494.0,Single,385,6,1,5,0
5687,44,high,81702.0,Divorced,1633,7,7,12,0
10856,44,Low,45889.0,Single,46,1,0,3,0
5121,47,high,56628.0,Single,761,7,6,5,1
4186,74,high,34026.0,Together,76,2,1,3,0
368,50,high,40049.0,Married,290,3,2,6,0
3312,36,high,34176.0,Single,89,3,0,4,0
11121,43,high,19419.0,Married,70,4,0,3,0
5332,64,Low,82504.0,Married,1066,3,6,7,0
5848,54,high,81205.0,Together,2009,5,6,7,3
10343,33,Low,61618.0,Single,1345,3,6,8,0
5935,68,high,55284.0,Single,764,7,5,8,0
2895,61,high,49980.0,Single,195,3,1,5,0
10262,44,high,15072.0,Married,53,3,1,3,0
7848,50,high,49166.0,Single,368,5,3,3,0
9477,70,Low,65324.0,Married,544,6,2,9,0
4856,67,Low,82347.0,Married,1853,7,7,10,2
7186,58,Low,30843.0,Together,35,1,1,2,1
5794,50,Low,46374.0,Married,446,7,1,7,2
1456,45,high,60474.0,Single,1180,10,2,12,0
4877,51,high,38576.0,Married,41,1,0,3,0
425,39,high,55357.0,Married,727,6,2,11,0
3007,58,high,37758.0,Together,40,1,0,3,0
1031,35,Low,85710.0,Married,1062,6,9,10,1
4297,55,high,23228.0,Together,40,2,0,3,0
807,55,high,44602.0,Together,292,6,1,4,0
9553,37,high,7500.0,Married,15,0,0,3,0
4271,35,Low,38683.0,Together,341,4,1,6,0
4120,49,Low,49514.0,Single,369,6,1,4,0
2036,51,Low,57906.0,Together,401,4,2,8,0
115,58,high,43456.0,Single,393,5,1,8,0
4259,38,high,19485.0,Single,10,1,0,2,0
8687,46,high,53172.0,Together,486,2,3,8,0
2447,45,high,30545.0,Together,69,2,0,3,0
10140,41,Low,70123.0,Together,1727,5,7,4,2
9353,65,high,62450.0,Single,995,5,5,4,1
3623,48,high,21675.0,Together,45,4,0,3,0
738,43,Low,42395.0,Single,182,3,1,4,0
7631,46,high,61346.0,Together,989,5,7,10,0
4789,71,high,80812.0,Together,1677,4,8,5,3
773,53,high,42835.0,Divorced,595,6,6,4,0
10602,41,high,39922.0,Married,156,3,0,4,0
1446,68,high,86424.0,Single,1226,6,9,12,0
3270,46,Low,17117.0,Together,128,3,1,3,0
8443,52,high,24762.0,Single,86,3,1,2,1
9653,49,high,35797.0,Married,68,2,0,3,0
8916,49,high,36627.0,Divorced,16,0,0,3,0
8017,43,Low,51111.0,Married,55,2,0,3,0
5830,52,Low,86857.0,Single,2114,5,6,10,0
4597,54,Low,82072.0,Together,2018,3,2,13,0
7023,71,Low,46231.0,Single,263,6,1,4,0
8086,65,high,42243.0,Married,55,2,0,3,0
8825,62,high,51195.0,Together,564,9,2,5,0
2930,46,high,68092.0,Single,1281,2,6,10,0
1928,51,high,31814.0,Married,83,2,0,3,1
7108,59,high,51390.0,Widow,353,5,2,5,0
10925,41,high,76630.0,Married,1003,3,10,11,0
9960,33,Middle,26868.0,Single,14,1,0,2,0
8800,81,Low,48948.0,Divorced,902,7,10,5,1
9224,52,Low,55260.0,Single,1139,8,10,5,0
5519,68,high,64090.0,Together,797,6,9,4,0
5046,66,high,78331.0,Divorced,1638,10,6,7,0
7037,50,Low,37087.0,Married,401,4,2,8,0
905,38,high,21846.0,Divorced,84,4,0,3,0
8624,66,high,81320.0,Married,928,4,3,10,0
8945,54,high,54137.0,Divorced,203,4,1,4,0
6445,57,high,66825.0,Together,858,4,5,6,0
2727,51,high,57100.0,Together,409,3,3,6,0
6404,55,high,58917.0,Together,282,4,1,6,0
11074,47,high,85072.0,Single,1423,3,4,10,0
10150,63,high,86429.0,Single,1449,7,4,7,1
1968,53,high,45684.0,Widow,28,1,0,2,0
6534,50,high,47889.0,Together,67,2,0,3,0
9485,38,Low,45921.0,Married,199,2,1,6,0
7053,58,Low,78420.0,Single,1453,3,10,8,0
4654,32,high,75114.0,Together,1253,3,10,5,0
9760,61,Low,52278.0,Widow,1198,10,5,10,0
1048,52,high,35641.0,Married,178,3,1,4,0
10619,30,high,95529.0,Single,1990,7,3,7,1
9308,70,high,62820.0,Married,976,3,4,6,0
10505,64,high,73113.0,Together,1001,3,4,7,0
8362,42,Low,84169.0,Married,1919,7,6,6,2
2625,70,Low,42607.0,Single,350,3,2,7,0
4637,70,Low,74637.0,Single,1650,6,9,9,1
9972,69,Low,46015.0,Together,46,1,0,3,2
4483,31,high,72354.0,Single,1228,2,10,6,0
4487,55,high,39858.0,Single,95,2,0,4,0
4988,76,Low,34469.0,Married,62,1,1,4,0
8931,38,high,83033.0,Together,1761,11,4,10,1
5871,45,high,24401.0,Together,467,6,1,6,0
2008,46,high,77583.0,Married,1149,4,5,9,1
3139,42,Low,74116.0,Single,2052,4,4,10,1
10037,31,high,74293.0,Single,1127,5,4,6,0
10673,48,Low,68397.0,Married,1416,6,9,5,0
5303,50,Low,79632.0,Together,1113,6,4,9,0
538,35,high,46107.0,Single,125,1,1,4,0
7922,73,Low,64950.0,Single,966,11,2,10,1
5692,35,Middle,25443.0,Married,32,1,0,3,0
4843,72,high,75127.0,Single,833,2,11,5,0
6383,53,Low,32892.0,Together,46,3,0,3,0
1628,53,high,71796.0,Together,960,9,3,4,0
1204,54,Low,67536.0,Married,1829,11,5,11,1
3673,53,high,55239.0,Single,779,7,5,11,0
760,49,Low,60554.0,Divorced,811,8,4,9,0
8957,72,Low,64831.0,Single,1120,6,3,5,0
4128,62,Low,56067.0,Together,725,7,4,7,0
6810,41,high,82025.0,Divorced,1187,3,2,6,1
5386,71,high,94384.0,Together,2302,5,8,5,3
8700,38,Middle,14906.0,Single,66,2,1,3,0
3202,37,Low,51563.0,Married,1250,4,4,10,2
1328,42,Low,57937.0,Married,683,4,4,9,0
8405,45,high,68274.0,Divorced,305,4,2,5,0
6515,47,high,39771.0,Together,50,2,0,3,0
2882,49,Low,67893.0,Divorced,995,3,2,9,0
7574,45,Low,27922.0,Together,41,2,0,3,0
6387,48,Low,52190.0,Together,77,2,1,3,1
5320,51,high,44051.0,Divorced,171,3,1,4,0
5048,53,Low,42767.0,Single,131,3,1,2,0
8146,48,high,46106.0,Together,54,1,1,2,0
10031,48,Low,16927.0,Married,53,3,0,4,0
5748,59,high,59754.0,Married,475,5,2,6,0
2134,72,high,53700.0,Single,694,5,5,8,0
1523,51,high,59041.0,Married,96,2,0,4,0
9665,67,Low,54237.0,Divorced,361,5,2,5,0
4640,57,high,70647.0,Divorced,1079,4,7,13,0
3635,62,Low,52597.0,Single,578,6,3,8,0
3547,55,high,41021.0,Together,64,2,0,3,0
2456,49,Low,40233.0,Married,149,2,1,5,0
5633,44,high,50183.0,Married,231,3,1,6,0
7801,65,high,54753.0,Together,728,5,2,11,0
10489,51,high,92955.0,Married,1778,6,7,9,2
7011,51,high,33471.0,Married,93,3,0,4,0
2620,50,Low,34596.0,Married,23,1,0,2,0
3933,44,high,44010.0,Together,662,10,2,6,0
10981,36,high,84219.0,Married,1198,3,4,10,0
1734,56,Low,40706.0,Together,81,3,0,4,0
10995,36,Low,15716.0,Married,92,3,0,4,0
6357,65,Low,59052.0,Divorced,491,7,1,7,0
9209,53,high,80573.0,Together,1564,4,6,13,0
10286,62,high,83715.0,Married,926,2,8,13,0
2611,65,high,82576.0,Together,1910,2,4,12,1
1600,59,high,56962.0,Married,411,6,3,5,0
3308,72,high,35704.0,Married,94,2,0,4,0
5407,70,high,53103.0,Together,1085,10,6,7,1
2166,64,Low,46779.0,Widow,23,0,1,2,0
3955,59,high,4861.0,Divorced,6,0,0,0,0
6634,45,high,33462.0,Divorced,54,2,0,3,0
3056,46,high,63693.0,Divorced,1150,11,6,9,0
5718,74,high,80763.0,Married,1415,5,11,6,2
6872,50,Low,65352.0,Married,405,4,2,8,0
8164,46,Low,82170.0,Married,1908,5,6,7,0
4580,55,high,75759.0,Married,2486,9,7,9,3
9305,48,Low,79689.0,Single,1315,4,9,13,0
453,68,Low,35340.0,Widow,45,2,0,3,0
8545,70,high,85683.0,Divorced,1789,2,4,10,4
9850,52,Low,24884.0,Married,19,0,0,3,0
7378,43,high,42021.0,Together,573,10,1,6,1
7646,35,high,64449.0,Single,805,5,3,12,0
1640,70,high,64587.0,Divorced,108,1,1,4,0
5184,29,high,34824.0,Single,23,1,0,2,0
8492,46,high,75437.0,Together,1493,8,4,10,1
11188,67,high,26091.0,Together,89,2,1,3,0
1212,51,high,52845.0,Married,936,8,8,6,1
9097,68,high,46086.0,Divorced,343,3,1,8,0
10473,68,Low,78028.0,Widow,528,6,4,9,2
7962,37,Low,95169.0,Single,1901,4,3,4,2
9984,43,Low,56337.0,Married,724,8,5,4,2
5527,37,high,22434.0,Together,58,2,0,3,0
6374,70,Low,36930.0,Married,297,5,2,4,0
7453,70,high,36130.0,Single,488,3,8,4,1
8952,71,high,65569.0,Married,859,6,5,10,0
241,72,high,83844.0,Together,1574,4,4,11,1
8975,56,high,19514.0,Married,69,3,1,2,1
6119,61,Low,36736.0,Single,17,1,0,2,0
5236,45,high,77568.0,Together,2194,10,2,8,3
5723,48,Low,49187.0,Together,116,1,1,5,0
1710,46,high,30168.0,Single,279,6,1,4,0
1970,56,high,34053.0,Together,103,3,0,3,0
5313,53,high,38196.0,Married,44,2,0,4,0
10634,73,high,59412.0,Married,406,4,2,8,0
7010,59,Low,70924.0,Married,1363,6,6,7,1
8562,55,high,54165.0,Together,236,2,1,7,0
3158,51,high,32300.0,Married,39,1,0,3,0
4436,48,high,20180.0,Single,137,2,1,4,0
5287,51,high,34961.0,Married,79,3,1,3,0
2445,50,Low,28440.0,Together,63,2,0,3,0
6059,71,Low,64504.0,Together,1314,11,3,4,0
4550,58,high,33564.0,Together,71,1,1,3,0
4240,46,high,17345.0,Married,58,2,1,2,0
8911,57,Low,56320.0,Married,702,5,4,9,0
3706,46,high,28647.0,Single,94,2,2,2,1
3628,37,Middle,15038.0,Single,80,2,1,2,0
10175,66,Low,32173.0,Divorced,22,1,0,3,0
8985,60,Low,68316.0,Together,1211,10,7,10,0
5204,53,high,74538.0,Together,1461,8,8,5,1
9220,53,high,91700.0,Single,1968,8,6,5,0
9888,55,high,68695.0,Together,1091,4,4,7,0
5263,47,Low,31056.0,Married,55,1,0,3,0
1020,51,high,79593.0,Married,1366,5,6,7,1
9503,44,high,28071.0,Single,313,5,1,5,0
10613,66,Low,37334.0,Together,62,3,0,4,0
67,52,high,46423.0,Single,92,2,0,4,0
6019,53,Low,37126.0,Married,72,1,2,2,1
5863,71,high,47703.0,Married,655,6,3,8,0
3717,65,high,61180.0,Married,704,5,5,6,1
6730,70,high,38998.0,Married,54,2,0,3,0
10749,33,high,8028.0,Single,178,0,1,0,0
4998,62,high,76081.0,Together,1033,4,5,4,1
6287,38,high,34728.0,Together,36,1,1,2,0
5985,59,high,33168.0,Single,122,2,1,4,0
4754,58,high,33585.0,Married,122,2,0,4,0
4002,64,Low,77037.0,Married,1123,7,7,12,0
8870,40,high,35196.0,Together,497,6,1,5,0
966,58,high,44529.0,Married,691,6,2,11,1
4767,59,Low,70924.0,Married,1363,6,6,7,1
9725,58,Low,28764.0,Together,12,1,0,2,1
4475,75,Low,69098.0,Married,2440,7,8,9,0
5740,54,Low,25959.0,Divorced,56,1,2,2,0
5731,41,high,27100.0,Married,37,1,0,3,0
7290,39,high,70596.0,Single,968,3,5,12,0
3846,50,high,42557.0,Married,270,6,1,4,0
8104,73,Low,53312.0,Married,278,5,1,5,0
4507,72,high,72228.0,Single,1250,6,7,8,0
11013,37,high,67605.0,Together,938,2,8,6,0
4491,75,high,62845.0,Married,1178,3,4,10,1
3759,66,high,65196.0,Together,1155,7,6,11,1
1162,37,Low,42000.0,Single,653,5,2,11,0
2055,51,Low,35860.0,Divorced,49,1,1,2,1
10766,60,Low,65526.0,Married,506,4,4,8,0
4415,63,high,16860.0,Married,38,1,1,3,0
3005,32,high,83528.0,Single,1650,4,10,8,2
2223,59,Low,64176.0,Divorced,1826,8,9,8,0
4817,68,high,22304.0,Divorced,18,1,0,2,0
2875,46,high,67023.0,Married,906,3,7,13,0
10536,53,Low,32892.0,Together,46,3,0,3,0
11112,58,high,70713.0,Together,1477,5,6,8,0
3807,69,high,59925.0,Together,766,9,2,9,0
9197,71,high,39722.0,Married,47,2,0,3,0
10832,66,high,46610.0,Together,467,6,1,6,0
